46,164.9256
Motion, Set, MotionFinishedCount, Guess, Truth, Timer, 44, 196.8369
1,3, 5, Flames, Fireball, 87.73334
0,9, 0, Nothing, Nothing, 90.23334
2,1, 1, FlameBlock, Flames, 92.75001
3,0, 3, FlameBlock, FlameBlock, 95.25001
3,8, 3, FlameBlock, FlameBlock, 97.75001
1,2, 3, Nothing, Fireball, 100.7667
3,1, 2, Flames, FlameBlock, 102.7667
2,10, 0, Fireball, Flames, 105.2667
1,4, 3, Flames, Fireball, 107.7667
3,4, 1, Nothing, FlameBlock, 110.2833
3,5, 1, Fireball, FlameBlock, 115.2833
1,2, 4, Nothing, Fireball, 117.8
2,1, 2, Nothing, Flames, 120.3
1,3, 6, FlameBlock, Fireball, 122.8
2,19, 4, Nothing, Flames, 125.3167
0,7, 1, Fireball, Nothing, 127.8167
0,1, 3, Nothing, Nothing, 130.3167
0,6, 2, Nothing, Nothing, 132.8167
2,9, 1, Nothing, Flames, 135.3333
2,1, 3, Flames, Flames, 137.8333
1,2, 7, Nothing, Fireball, 142.8333
2,20, 2, Nothing, Flames, 145.3333
3,7, 1, Nothing, FlameBlock, 147.8333
2,17, 1, Fireball, Flames, 150.3333
0,7, 3, Flames, Nothing, 152.8333
0,0, 1, Fireball, Nothing, 155.35
0,7, 4, Fireball, Nothing, 157.85
3,6, 1, Nothing, FlameBlock, 160.35
0,1, 5, Flames, Nothing, 162.85
3,10, 3, Flames, FlameBlock, 168.0833
1,2, 10, FlameBlock, Fireball, 170.75
3,1, 3, Flames, FlameBlock, 173.3833
0,9, 2, Flames, Nothing, 176.0667
2,4, 1, Flames, Flames, 178.7667
1,1, 5, Flames, Fireball, 181.4667
0,0, 2, Flames, Nothing, 184.15
2,12, 5, Fireball, Flames, 186.85
3,5, 2, FlameBlock, FlameBlock, 189.55
1,0, 9, FlameBlock, Fireball, 194.9333
3,6, 2, Flames, FlameBlock, 200.3167
0,1, 8, FlameBlock, Nothing, 203.0167
3,0, 5, Fireball, FlameBlock, 205.7167
1,6, 7, Nothing, Fireball, 208.4167
2,16, 1, Nothing, Flames, 211.1
1,0, 11, Nothing, Fireball, 213.8
3,6, 2, Nothing, FlameBlock, 216.5
3,2, 7, Flames, FlameBlock, 219.1833
0,2, 4, Nothing, Nothing, 221.8833
1,6, 8, FlameBlock, Fireball, 224.5833
0,9, 4, Flames, Nothing, 227.2667
1,2, 11, FlameBlock, Fireball, 229.9667
2,9, 4, Flames, Flames, 232.6667
2,13, 3, Nothing, Flames, 235.3667
0,0, 4, Nothing, Nothing, 240.75
3,8, 5, Flames, FlameBlock, 246.1333
1,5, 9, Fireball, Fireball, 251.5333
0,2, 6, Fireball, Nothing, 254.2167
2,14, 6, Fireball, Flames, 256.9167
2,5, 5, Flames, Flames, 259.6167
1,5, 10, Fireball, Fireball, 265
1,2, 12, Flames, Fireball, 267.5334
0,8, 3, FlameBlock, Nothing, 270.0334
2,0, 0, FlameBlock, Flames, 272.5334
0,8, 4, Flames, Nothing, 275.1
3,8, 7, Fireball, FlameBlock, 277.6
0,11, 9, Fireball, Nothing, 280.15
3,9, 3, Fireball, FlameBlock, 282.7667
3,0, 7, Flames, FlameBlock, 285.45
0,11, 11, FlameBlock, Nothing, 287.95
3,8, 8, Fireball, FlameBlock, 290.45
2,13, 4, FlameBlock, Flames, 292.95
0,0, 5, Fireball, Nothing, 295.45
2,2, 4, Flames, Flames, 297.95
1,2, 14, Flames, Fireball, 300.45
2,4, 3, Flames, Flames, 302.95
1,5, 14, Nothing, Fireball, 305.45
2,7, 6, Flames, Flames, 307.95
1,3, 11, Nothing, Fireball, 310.45
1,3, 13, Fireball, Fireball, 312.95
1,1, 9, Flames, Fireball, 315.45
1,2, 17, Nothing, Fireball, 317.95
2,10, 2, Fireball, Flames, 320.45
0,5, 2, Flames, Nothing, 325.45
3,5, 7, FlameBlock, FlameBlock, 327.95
0,2, 9, Flames, Nothing, 330.45
0,8, 5, FlameBlock, Nothing, 332.95
2,5, 7, Flames, Flames, 335.45
3,3, 4, Flames, FlameBlock, 337.95
1,0, 14, Nothing, Fireball, 342.95
1,5, 15, Flames, Fireball, 345.45
1,2, 19, FlameBlock, Fireball, 347.95
1,2, 20, FlameBlock, Fireball, 350.45
2,13, 5, FlameBlock, Flames, 357.95
3,6, 3, Fireball, FlameBlock, 360.45
3,1, 6, FlameBlock, FlameBlock, 362.95
3,6, 4, FlameBlock, FlameBlock, 365.45
1,3, 14, Nothing, Fireball, 367.95
3,10, 5, Fireball, FlameBlock, 370.7
3,4, 2, FlameBlock, FlameBlock, 372.95
0,2, 10, FlameBlock, Nothing, 375.45
2,12, 8, Flames, Flames, 377.95
0,6, 4, FlameBlock, Nothing, 380.45
1,0, 18, FlameBlock, Fireball, 382.95
0,10, 2, FlameBlock, Nothing, 385.45
3,4, 3, FlameBlock, FlameBlock, 390.45
0,0, 6, FlameBlock, Nothing, 392.95
2,11, 7, Flames, Flames, 395.45
0,9, 6, FlameBlock, Nothing, 397.95
3,9, 7, Fireball, FlameBlock, 400.45
2,3, 7, Flames, Flames, 402.95
1,3, 15, FlameBlock, Fireball, 405.45
2,12, 10, Flames, Flames, 410.45
0,8, 8, FlameBlock, Nothing, 412.95
2,1, 9, FlameBlock, Flames, 415.45
1,4, 14, FlameBlock, Fireball, 417.95
3,8, 11, Nothing, FlameBlock, 420.45
0,2, 12, Nothing, Nothing, 422.95
3,8, 12, FlameBlock, FlameBlock, 425.45
1,3, 18, FlameBlock, Fireball, 427.95
0,9, 7, Fireball, Nothing, 432.95
0,8, 9, Fireball, Nothing, 435.45
1,3, 19, FlameBlock, Fireball, 437.95
2,10, 4, Flames, Flames, 440.45
0,5, 4, Nothing, Nothing, 442.95
2,19, 7, Flames, Flames, 445.7
0,7, 9, Flames, Nothing, 447.95
2,3, 9, Flames, Flames, 450.45
3,3, 7, FlameBlock, FlameBlock, 452.95
2,9, 8, FlameBlock, Flames, 455.45
0,5, 5, Nothing, Nothing, 457.95
0,7, 10, FlameBlock, Nothing, 460.45
3,4, 4, FlameBlock, FlameBlock, 462.95
1,2, 25, Flames, Fireball, 465.45
3,2, 10, FlameBlock, FlameBlock, 467.95
3,5, 9, Flames, FlameBlock, 470.45
3,10, 7, FlameBlock, FlameBlock, 472.95
3,8, 13, Nothing, FlameBlock, 475.45
3,3, 8, FlameBlock, FlameBlock, 480.45
2,11, 8, FlameBlock, Flames, 482.95
2,14, 10, FlameBlock, Flames, 485.45
1,1, 11, Fireball, Fireball, 487.95
2,11, 9, FlameBlock, Flames, 490.45
0,11, 13, Fireball, Nothing, 492.95
1,0, 20, Flames, Fireball, 495.45
2,14, 11, Nothing, Flames, 497.95
0,7, 13, FlameBlock, Nothing, 500.45
0,11, 14, FlameBlock, Nothing, 502.95
1,3, 22, Fireball, Fireball, 505.45
1,1, 13, FlameBlock, Fireball, 510.45
0,2, 14, Fireball, Nothing, 515.45
3,1, 8, Nothing, FlameBlock, 517.95
0,8, 11, FlameBlock, Nothing, 520.45
1,3, 23, FlameBlock, Fireball, 522.95
2,20, 9, Nothing, Flames, 525.45
3,0, 10, FlameBlock, FlameBlock, 527.95
0,7, 14, Fireball, Nothing, 530.45
2,14, 14, FlameBlock, Flames, 532.95
1,4, 17, FlameBlock, Fireball, 535.45
3,2, 11, Nothing, FlameBlock, 537.95
2,19, 9, Nothing, Flames, 540.45
2,19, 10, Nothing, Flames, 542.95
3,4, 6, FlameBlock, FlameBlock, 545.45
3,2, 12, Nothing, FlameBlock, 547.95
2,4, 6, Fireball, Flames, 553.2
0,10, 3, Fireball, Nothing, 555.45
0,2, 15, FlameBlock, Nothing, 557.95
3,6, 6, Fireball, FlameBlock, 560.45
1,1, 16, FlameBlock, Fireball, 565.45
1,1, 17, Flames, Fireball, 567.95
3,9, 8, Flames, FlameBlock, 570.45
2,20, 10, FlameBlock, Flames, 572.95
1,6, 19, FlameBlock, Fireball, 575.45
2,14, 17, FlameBlock, Flames, 577.95
2,18, 7, FlameBlock, Flames, 580.45
2,14, 18, Flames, Flames, 582.95
2,6, 9, Flames, Flames, 585.45
0,9, 9, Fireball, Nothing, 587.95
3,5, 10, FlameBlock, FlameBlock, 590.45
0,3, 2, FlameBlock, Nothing, 592.95
3,6, 7, FlameBlock, FlameBlock, 595.4667
3,10, 8, FlameBlock, FlameBlock, 597.9667
1,2, 29, Flames, Fireball, 600.4833
1,3, 26, Flames, Fireball, 605.55
1,3, 27, Flames, Fireball, 608.0834
1,6, 23, Fireball, Fireball, 610.6
2,12, 13, FlameBlock, Flames, 613.1167
1,5, 23, Fireball, Fireball, 615.65
1,5, 24, Flames, Fireball, 618.1833
0,0, 9, Fireball, Nothing, 620.6833
3,5, 11, FlameBlock, FlameBlock, 623.1833
2,1, 13, FlameBlock, Flames, 625.7167
2,4, 6, Fireball, Flames, 628.2333
0,6, 7, Flames, Nothing, 630.7501
1,6, 25, FlameBlock, Fireball, 633.2834
0,1, 13, Flames, Nothing, 635.8
0,6, 8, Flames, Nothing, 638.3334
3,5, 12, Fireball, FlameBlock, 643.3667
1,1, 20, Flames, Fireball, 645.9833
2,15, 6, Flames, Flames, 648.45
0,5, 7, Flames, Nothing, 653.4667
0,4, 8, FlameBlock, Nothing, 660.9667
3,1, 10, Flames, FlameBlock, 663.4667
3,7, 8, FlameBlock, FlameBlock, 665.9667
0,7, 18, Flames, Nothing, 668.4834
2,8, 8, FlameBlock, Flames, 670.9834
0,8, 14, Fireball, Nothing, 673.4834
2,11, 14, FlameBlock, Flames, 675.9834
3,6, 10, Flames, FlameBlock, 678.4834
Motion, Set, MotionFinishedCount, Guess, Truth, Timer, 10, 50
Motion, Set, MotionFinishedCount, Guess, Truth, Timer, 10, 50
1,6, 0, Flames, Fireball, 2.566667
3,6, 0, Fireball, FlameBlock, 5.066667
2,18, 0, Flames, Flames, 7.566667
2,16, 0, Fireball, Flames, 10.08333
3,0, 0, Fireball, FlameBlock, 12.58333
2,11, 0, Flames, Flames, 15.08333
3,2, 0, Flames, FlameBlock, 17.6
0,3, 0, Flames, Nothing, 20.1
1,4, 1, Flames, Fireball, 22.6
1,3, 0, Nothing, Fireball, 25.11667
0,1, 0, Flames, Nothing, 27.61667
Motion, Set, MotionFinishedCount, Guess, Truth, Timer, -5, 50
1,3, 0, Fireball, Fireball, 2.566667
0,5, 0, Fireball, Nothing, 5.066667
1,6, 2, Fireball, Fireball, 7.566667
0,9, 0, Fireball, Nothing, 10.08333
3,6, 0, Flames, FlameBlock, 12.58333
0,3, 0, Flames, Nothing, 15.08333
2,8, 0, Nothing, Flames, 17.6
2,13, 1, Fireball, Flames, 20.1
2,12, 1, Flames, Flames, 22.6
0,1, 0, Flames, Nothing, 25.11667
1,4, 1, Fireball, Fireball, 27.61667
2,2, 2, FlameBlock, Flames, 30.11667
3,3, 1, Nothing, FlameBlock, 32.61667
3,0, 1, Nothing, FlameBlock, 35.13334
1,0, 0, FlameBlock, Fireball, 37.63334
3,5, 0, Flames, FlameBlock, 40.13334
0,12, 0, Fireball, Nothing, 42.65
2,5, 0, Fireball, Flames, 45.15
1,3, 2, Fireball, Fireball, 47.65
3,9, 2, FlameBlock, FlameBlock, 50.41667
2,0, 0, Flames, Flames, 52.66667
0,2, 1, Fireball, Nothing, 55.16667
0,12, 1, Nothing, Nothing, 57.66667
3,4, 1, Flames, FlameBlock, 60.18334
1,2, 3, Nothing, Fireball, 62.68334
1,6, 5, FlameBlock, Fireball, 65.18333
1,2, 4, Flames, Fireball, 67.7
3,6, 1, Flames, FlameBlock, 70.2
0,0, 0, Flames, Nothing, 72.7
2,14, 0, Fireball, Flames, 77.71667
1,5, 3, Nothing, Fireball, 80.21667
3,4, 2, Nothing, FlameBlock, 82.71667
2,6, 1, Flames, Flames, 85.23334
1,3, 3, Flames, Fireball, 87.73334
2,4, 4, Nothing, Flames, 90.23334
2,13, 4, Flames, Flames, 95.50001
0,10, 2, Flames, Nothing, 97.75001
Motion, Set, MotionFinishedCount, Guess, Truth, Timer, 0, 50
1,3, 0, Nothing, Fireball, 2.566667
1,3, 1, Flames, Fireball, 5.066667
3,3, 0, Nothing, FlameBlock, 7.566667
0,12, 0, Flames, Nothing, 10.08333
1,6, 0, Nothing, Fireball, 12.58333
2,6, 0, FlameBlock, Flames, 15.08333
3,1, 0, Nothing, FlameBlock, 17.6
0,5, 1, FlameBlock, Nothing, 20.1
2,19, 1, Nothing, Flames, 22.6
0,1, 0, FlameBlock, Nothing, 25.11667
3,5, 1, FlameBlock, FlameBlock, 27.61667
1,1, 1, Nothing, Fireball, 30.11667
1,5, 0, Nothing, Fireball, 35.13334
3,8, 2, Fireball, FlameBlock, 40.13334
1,2, 1, FlameBlock, Fireball, 42.65
2,18, 0, Flames, Flames, 45.15
2,4, 0, Nothing, Flames, 47.65
1,1, 2, Flames, Fireball, 50.41667
2,15, 1, Flames, Flames, 52.66667
3,1, 1, Fireball, FlameBlock, 57.66667
1,5, 1, Fireball, Fireball, 60.18334
3,7, 5, Fireball, FlameBlock, 62.68334
0,5, 2, Nothing, Nothing, 65.18333
3,7, 6, FlameBlock, FlameBlock, 67.7
2,4, 1, Nothing, Flames, 70.2
0,2, 0, Flames, Nothing, 72.7
0,2, 1, Nothing, Nothing, 75.21667
2,20, 0, Flames, Flames, 77.71667
Motion, Set, MotionFinishedCount, Guess, Truth, Timer, 0, 50
3,3, 0, Fireball, FlameBlock, 2.566667
2,6, 0, Nothing, Flames, 5.066667
1,5, 0, FlameBlock, Fireball, 7.566667
2,16, 0, FlameBlock, Flames, 10.08333
2,7, 0, Nothing, Flames, 12.58333
1,4, 2, Nothing, Fireball, 15.08333
2,12, 1, Nothing, Flames, 17.6
1,1, 1, Nothing, Fireball, 20.1
0,5, 0, FlameBlock, Nothing, 22.6
1,3, 0, FlameBlock, Fireball, 25.11667
1,2, 2, Nothing, Fireball, 27.61667
0,9, 0, Fireball, Nothing, 30.11667
0,3, 0, Flames, Nothing, 32.61667
3,8, 0, Nothing, FlameBlock, 35.13334
1,4, 4, Nothing, Fireball, 37.63334
0,6, 1, Fireball, Nothing, 42.65
0,3, 1, Nothing, Nothing, 45.15
2,6, 1, Nothing, Flames, 47.65
3,4, 0, Nothing, FlameBlock, 50.41667
0,4, 0, Flames, Nothing, 52.66667
1,5, 2, Flames, Fireball, 55.16667
1,4, 5, Flames, Fireball, 57.66667
Motion, Set, MotionFinishedCount, Guess, Truth, Timer, 0, 50
0,12, 0, Nothing, Nothing, 2.566667
3,3, 0, FlameBlock, FlameBlock, 5.316667
0,1, 0, Nothing, Nothing, 7.566667
3,0, 0, Nothing, FlameBlock, 10.08333
2,5, 0, Flames, Flames, 12.58333
3,7, 0, Nothing, FlameBlock, 15.08333
3,6, 0, Nothing, FlameBlock, 17.6
1,2, 1, Fireball, Fireball, 20.1
1,6, 2, Nothing, Fireball, 22.6
0,2, 0, FlameBlock, Nothing, 25.11667
2,11, 0, Fireball, Flames, 27.61667
1,6, 3, Nothing, Fireball, 30.11667
1,1, 0, Nothing, Fireball, 32.61667
2,11, 2, Flames, Flames, 35.13334
2,10, 1, Nothing, Flames, 37.63334
1,4, 2, FlameBlock, Fireball, 42.65
2,19, 1, Flames, Flames, 45.15
0,5, 0, Nothing, Nothing, 47.65
0,5, 1, Nothing, Nothing, 50.41667
3,8, 1, Nothing, FlameBlock, 52.66667
0,2, 2, Flames, Nothing, 55.16667
1,3, 3, Fireball, Fireball, 57.66667
0,10, 0, Fireball, Nothing, 60.18334
3,3, 3, Flames, FlameBlock, 62.68334
2,1, 1, Nothing, Flames, 67.7
2,11, 5, Fireball, Flames, 70.2
2,6, 2, Fireball, Flames, 72.7
0,2, 3, Nothing, Nothing, 77.71667
0,9, 1, Fireball, Nothing, 80.21667
3,1, 1, Nothing, FlameBlock, 82.71667
0,2, 4, Flames, Nothing, 85.23334
2,9, 1, Nothing, Flames, 87.73334
0,8, 0, Flames, Nothing, 90.23334
3,5, 0, FlameBlock, FlameBlock, 92.75001
0,3, 1, Flames, Nothing, 95.25001
1,2, 4, Fireball, Fireball, 97.75001
3,9, 0, Nothing, FlameBlock, 100.2667
0,0, 0, Nothing, Nothing, 102.7667
1,1, 2, Flames, Fireball, 105.2667
3,10, 0, Nothing, FlameBlock, 107.7667
1,6, 11, Nothing, Fireball, 110.2833
2,14, 0, Flames, Flames, 112.7833
2,2, 0, Flames, Flames, 115.2833
3,6, 1, Flames, FlameBlock, 117.8
3,10, 1, Nothing, FlameBlock, 120.3
1,3, 5, Fireball, Fireball, 122.8
1,5, 3, Fireball, Fireball, 125.3167
1,3, 6, Fireball, Fireball, 127.8167
2,0, 2, Fireball, Flames, 130.3167
0,6, 0, Fireball, Nothing, 132.8167
3,9, 0, Fireball, FlameBlock, 135.3333
2,8, 2, FlameBlock, Flames, 137.8333
3,0, 2, Flames, FlameBlock, 140.3333
3,6, 2, Flames, FlameBlock, 142.85
3,8, 4, Fireball, FlameBlock, 145.35
2,6, 5, Flames, Flames, 147.85
1,3, 8, Fireball, Fireball, 150.3667
0,2, 6, Flames, Nothing, 152.8667
0,3, 2, Nothing, Nothing, 155.3667
0,12, 3, Fireball, Nothing, 157.8667
2,0, 3, Fireball, Flames, 160.3833
2,11, 7, Flames, Flames, 162.8833
0,2, 7, Nothing, Nothing, 165.3833
1,6, 12, Nothing, Fireball, 167.9
0,0, 2, Flames, Nothing, 170.4
1,0, 7, Fireball, Fireball, 175.4167
1,3, 11, Fireball, Fireball, 177.9167
0,6, 1, Nothing, Nothing, 180.4167
1,6, 14, Fireball, Fireball, 185.4333
2,12, 3, Nothing, Flames, 187.9333
3,8, 6, FlameBlock, FlameBlock, 190.4333
0,9, 2, Fireball, Nothing, 192.95
1,5, 10, Nothing, Fireball, 197.95
1,4, 12, Fireball, Fireball, 200.4667
1,6, 16, Fireball, Fireball, 202.9667
0,6, 2, Fireball, Nothing, 205.4667
0,4, 1, FlameBlock, Nothing, 207.9667
2,2, 1, Nothing, Flames, 210.4833
1,6, 17, Nothing, Fireball, 215.4833
3,3, 6, Nothing, FlameBlock, 218
2,8, 3, Fireball, Flames, 220.5
3,6, 3, FlameBlock, FlameBlock, 223
3,9, 1, Fireball, FlameBlock, 228.0167
2,13, 6, Fireball, Flames, 230.5167
0,11, 0, Nothing, Nothing, 233.0167
3,7, 1, Fireball, FlameBlock, 235.5333
2,8, 4, Fireball, Flames, 238.0333
3,10, 2, Fireball, FlameBlock, 240.5333
1,4, 16, FlameBlock, Fireball, 245.55
2,1, 7, Fireball, Flames, 248.05
1,0, 9, Fireball, Fireball, 250.5667
0,8, 1, Nothing, Nothing, 253.0667
2,20, 3, Fireball, Flames, 255.5667
3,7, 2, Nothing, FlameBlock, 258.0667
3,1, 6, FlameBlock, FlameBlock, 260.5833
2,6, 6, Fireball, Flames, 263.0833
2,18, 1, Flames, Flames, 265.5833
0,8, 2, Fireball, Nothing, 268.1
1,4, 19, Fireball, Fireball, 270.6
2,11, 8, Fireball, Flames, 273.1
3,9, 2, Fireball, FlameBlock, 275.6167
3,0, 3, FlameBlock, FlameBlock, 278.1167
3,8, 8, Flames, FlameBlock, 280.6167
0,8, 3, Fireball, Nothing, 283.1167
2,11, 9, Nothing, Flames, 288.1334
1,1, 9, Nothing, Fireball, 290.6334
1,5, 12, Flames, Fireball, 293.15
1,5, 13, Flames, Fireball, 295.65
2,7, 3, Fireball, Flames, 298.15
3,10, 3, Fireball, FlameBlock, 300.6667
1,1, 10, FlameBlock, Fireball, 303.1667
3,6, 5, FlameBlock, FlameBlock, 308.1667
0,5, 4, FlameBlock, Nothing, 310.6833
2,3, 4, Fireball, Flames, 313.1833
2,20, 4, FlameBlock, Flames, 315.6833
1,0, 16, Fireball, Fireball, 318.2
0,11, 1, Fireball, Nothing, 320.7
0,0, 3, Flames, Nothing, 323.2
1,2, 17, Fireball, Fireball, 325.7167
2,13, 8, Fireball, Flames, 330.7167
2,20, 5, FlameBlock, Flames, 333.2167
3,10, 5, FlameBlock, FlameBlock, 335.7333
3,3, 9, Nothing, FlameBlock, 338.2333
1,4, 24, FlameBlock, Fireball, 340.7333
0,4, 2, FlameBlock, Nothing, 343.5
1,2, 18, FlameBlock, Fireball, 345.75
2,4, 6, FlameBlock, Flames, 348.25
3,8, 9, FlameBlock, FlameBlock, 350.7667
3,1, 8, Nothing, FlameBlock, 353.2667
3,7, 5, Fireball, FlameBlock, 355.7667
1,3, 17, Fireball, Fireball, 358.2667
2,12, 6, Nothing, Flames, 360.7834
0,7, 0, Nothing, Nothing, 363.2834
3,1, 9, Nothing, FlameBlock, 365.7834
1,4, 26, Fireball, Fireball, 368.3
3,10, 7, Fireball, FlameBlock, 370.8
0,3, 3, Nothing, Nothing, 373.3
2,12, 7, Nothing, Flames, 375.8167
0,8, 4, Fireball, Nothing, 378.3167
0,11, 2, FlameBlock, Nothing, 380.8167
2,17, 3, Fireball, Flames, 383.3167
1,2, 19, Fireball, Fireball, 385.8333
2,15, 5, Flames, Flames, 388.3333
3,10, 8, Fireball, FlameBlock, 390.8333
2,5, 2, Flames, Flames, 393.35
1,6, 28, Fireball, Fireball, 395.85
2,13, 9, Fireball, Flames, 398.35
3,3, 11, Nothing, FlameBlock, 400.8667
1,5, 17, Fireball, Fireball, 403.3667
0,7, 1, Fireball, Nothing, 405.8667
0,9, 4, Fireball, Nothing, 408.3667
1,3, 18, FlameBlock, Fireball, 410.8834
1,0, 22, Fireball, Fireball, 413.3834
3,0, 6, Flames, FlameBlock, 415.8834
1,3, 19, Flames, Fireball, 418.4
1,6, 29, Nothing, Fireball, 420.9
2,2, 6, FlameBlock, Flames, 423.4
0,8, 8, Fireball, Nothing, 425.9167
3,6, 8, Nothing, FlameBlock, 428.4167
0,7, 3, Nothing, Nothing, 430.9167
0,7, 4, Fireball, Nothing, 433.4167
1,4, 27, Flames, Fireball, 435.9333
0,1, 5, Fireball, Nothing, 438.4333
2,12, 8, Nothing, Flames, 440.9333
1,4, 28, Flames, Fireball, 443.45
3,6, 9, Nothing, FlameBlock, 445.95
0,8, 9, Fireball, Nothing, 448.45
1,5, 19, Fireball, Fireball, 450.9667
3,8, 11, Fireball, FlameBlock, 453.4667
3,5, 5, FlameBlock, FlameBlock, 455.9667
2,4, 8, Fireball, Flames, 458.4667
2,2, 8, FlameBlock, Flames, 460.9834
0,5, 7, Nothing, Nothing, 465.9834
3,8, 12, Nothing, FlameBlock, 468.5
2,7, 5, Fireball, Flames, 471
1,0, 23, Fireball, Fireball, 473.5
0,8, 10, Flames, Nothing, 476.0167
2,13, 12, Flames, Flames, 478.5167
3,0, 8, FlameBlock, FlameBlock, 481.0167
3,8, 13, Nothing, FlameBlock, 483.5167
1,4, 31, Fireball, Fireball, 486.2834
0,4, 7, Nothing, Nothing, 488.5334
3,7, 6, Fireball, FlameBlock, 491.0334
3,8, 14, Nothing, FlameBlock, 493.55
0,6, 4, Nothing, Nothing, 498.55
1,0, 25, FlameBlock, Fireball, 501.0667
1,4, 33, FlameBlock, Fireball, 503.5667
3,6, 10, FlameBlock, FlameBlock, 506.0667
2,5, 3, FlameBlock, Flames, 511.0834
1,3, 21, Nothing, Fireball, 513.5834
3,6, 11, FlameBlock, FlameBlock, 516.0834
2,8, 9, Fireball, Flames, 518.6
0,9, 6, FlameBlock, Nothing, 521.1
2,8, 11, FlameBlock, Flames, 526.1167
0,5, 8, FlameBlock, Nothing, 528.6167
2,15, 8, FlameBlock, Flames, 531.1167
0,3, 5, FlameBlock, Nothing, 533.6167
1,3, 27, Fireball, Fireball, 536.1334
2,6, 9, FlameBlock, Flames, 538.6334
0,3, 6, Flames, Nothing, 541.1334
1,3, 28, Fireball, Fireball, 543.65
2,11, 14, Nothing, Flames, 548.65
2,1, 13, FlameBlock, Flames, 551.1667
0,0, 7, Flames, Nothing, 553.9167
0,6, 5, Flames, Nothing, 558.6667
1,0, 27, Fireball, Fireball, 563.6833
3,9, 4, Fireball, FlameBlock, 568.7
2,11, 16, Nothing, Flames, 571.2
1,3, 31, Flames, Fireball, 573.7
3,7, 7, Flames, FlameBlock, 576.2167
3,0, 10, FlameBlock, FlameBlock, 578.7167
2,12, 9, Nothing, Flames, 581.2167
0,1, 7, Flames, Nothing, 583.7167
1,6, 32, Flames, Fireball, 588.7333
2,14, 3, Flames, Flames, 591.2333
1,1, 20, Nothing, Fireball, 596.2501
0,11, 5, Flames, Nothing, 598.7501
3,10, 10, Nothing, FlameBlock, 601.2667
1,6, 33, Fireball, Fireball, 606.2667
0,4, 9, Nothing, Nothing, 608.7667
3,4, 6, Nothing, FlameBlock, 611.2834
2,13, 13, Fireball, Flames, 616.2834
1,3, 32, Fireball, Fireball, 618.8
1,3, 33, Fireball, Fireball, 621.3
3,0, 11, FlameBlock, FlameBlock, 623.8
0,5, 10, Nothing, Nothing, 626.3167
2,20, 9, Fireball, Flames, 629.0667
1,3, 34, Nothing, Fireball, 631.3167
3,5, 9, Flames, FlameBlock, 636.3334
3,1, 12, Nothing, FlameBlock, 638.8334
3,2, 5, Fireball, FlameBlock, 641.3334
2,10, 7, Fireball, Flames, 643.85
2,5, 7, Nothing, Flames, 646.35
0,8, 11, Fireball, Nothing, 648.85
0,5, 11, FlameBlock, Nothing, 651.3667
1,5, 31, FlameBlock, Fireball, 653.8667
2,11, 17, Flames, Flames, 658.8667
0,6, 8, FlameBlock, Nothing, 661.3834
0,12, 12, Fireball, Nothing, 663.8834
3,6, 12, Fireball, FlameBlock, 666.3834
2,8, 13, Flames, Flames, 668.9
0,0, 7, Flames, Nothing, 671.4
2,6, 11, Fireball, Flames, 673.9
1,5, 32, Fireball, Fireball, 676.4167
3,9, 5, Fireball, FlameBlock, 678.9167
3,4, 7, Nothing, FlameBlock, 681.4167
1,5, 34, Fireball, Fireball, 686.4333
0,5, 13, Fireball, Nothing, 688.9333
0,9, 9, Flames, Nothing, 691.4333
2,18, 4, FlameBlock, Flames, 693.95
1,5, 35, Nothing, Fireball, 696.45
0,2, 14, Flames, Nothing, 698.95
2,1, 15, Flames, Flames, 701.4667
0,8, 12, Fireball, Nothing, 703.9667
1,3, 40, Fireball, Fireball, 706.4667
3,6, 13, Flames, FlameBlock, 708.9667
3,3, 13, Nothing, FlameBlock, 711.4834
1,2, 30, Fireball, Fireball, 713.9834
2,9, 9, Flames, Flames, 719.0001
1,3, 41, Fireball, Fireball, 721.5001
3,1, 13, Nothing, FlameBlock, 724.0001
2,16, 11, Nothing, Flames, 726.5167
2,6, 13, Fireball, Flames, 729.0167
3,6, 14, Nothing, FlameBlock, 731.5167
1,0, 31, Fireball, Fireball, 734.0167
2,10, 8, Fireball, Flames, 736.5334
0,0, 8, FlameBlock, Nothing, 739.0334
1,4, 41, Fireball, Fireball, 741.5334
0,5, 14, Nothing, Nothing, 744.05
0,0, 9, Flames, Nothing, 746.55
1,0, 33, Fireball, Fireball, 749.05
1,3, 43, Fireball, Fireball, 751.5667
2,8, 15, Nothing, Flames, 754.0667
3,10, 12, Nothing, FlameBlock, 756.5667
2,13, 16, Nothing, Flames, 759.0667
0,2, 16, Flames, Nothing, 761.5834
3,6, 15, FlameBlock, FlameBlock, 764.0834
2,0, 10, Fireball, Flames, 766.5834
2,6, 14, Fireball, Flames, 769.1
2,3, 9, FlameBlock, Flames, 771.6
1,0, 35, Fireball, Fireball, 774.1
3,6, 16, FlameBlock, FlameBlock, 776.6167
0,6, 10, Fireball, Nothing, 779.1167
3,10, 13, Fireball, FlameBlock, 781.6167
3,6, 17, Nothing, FlameBlock, 784.1167
0,8, 12, Fireball, Nothing, 786.6334
1,5, 37, Fireball, Fireball, 789.1334
0,8, 13, FlameBlock, Nothing, 791.6334
3,5, 11, Fireball, FlameBlock, 794.15
3,8, 20, Nothing, FlameBlock, 796.65
